Ulasan,Rating
Tolong jangan tangguhkan akun twiter x saya karna saya butuh dan saya tidak pnya lagi knpa akun twiter x saya di tangguhkan tolong terima atau rivewe pengajuan banding akun ssya di twiter yg sudah saya kirim kan di pusat bantuan twiter,4
Aplikasi yang sangat bagus👍,5
"Sangat menarik, karena banyak informasi yg aktual dan akurat",5
Saran saya hapus saja aplikasinya klo pihak developer gk mau memperbaiki...,1
Sangat cepat mendapatkan informasi,4
"Stelah update jd gak nyaman,sering refresh sendiri",1
Jangan salah untuk menggunakan,5
Aplikasi susah untuk login,1
Timeline masih baru lagi enak² scroll pas kembali ke refresh sendiri gajelass,1
Mohon untuk segera menonaktifkan akun saya dengan nama pengguna @cat_emerald. Akun saya ditangguhkan karena ada seorang hacker yang menggunakan akun saya untuk melakukan spam postingan. Sudah tiga kali saya mengajukan banding namun tak ada respon sama sekali dari tim X. Tolong segera perbaiki masalah ini. Terima kasih.,1
Tdk dpt d buka,5
"UNTUK KESEKIAN KALI MYA GUE KASIH LO BINTANG 1. gue gatau kenapa, jaringan udah lancar tapi tetep aja gue ga bisa nonton video di beberapa waktu dengan kendalanya pemutaran video. KENAPA HARUS ADA BAN PERMANEN SIHHH YA AMPUN TOLONGIN AKUN GUEEEEE HUAAAA 😭😭😭😭😭",1
Mantap terbaik,5
"Tolong untuk pihak x, mohon diperbaiki untuk fitur posting foto, karena saat saya posting foto dibagian bawah fotonya ada sedikit glitch-nya.",5
"Saya belum coba x. Tapi waktu namanya masih Twitter, saya masih aktif di aplikasi nya. Tapi kok komentar disini banyak yang sedikit negatif ya? Saya kasih bintang 4 dulu, ya....",4
Keren..isinya orang orang yg berwawasan dan yg pke logika,5
Adbui Rahman,5
Bagus itu hiburan,5
Aplikasi lol,1
"Jlek, mo balik ke akun dlu g bisa, anj👎",5
video / gambar tida terlalu jelas,5
Aplikasi ya bagus bnget😊,5
Lemot bgt gila.,1
mantap mudah d pakai banyak berita bagus,5
Sangat bagus untuk mencari tentang bok eee,5
Media sosial...,5
"saya merasa kecewa dengan X, akun saya ditangguhkan dan tidak bisa di pulihkan dan saya tidak bisa membuat akun baru saya merasa kecewa dengan X",1
Membantu,3
Mantap sekali,5
JJ Iuppookh pooookkkk KKKKKKKK look oplp,4
Gajelas akun gw ke Tangguhkan karena udah jarang dibuka aja tanpa alesan yang jelas,1
"aplikasi nyaa sangat baguss,cumann ngelag bangwt anjirrr sumpahh",4
Jozzz,5
Aplikasi gj gk bisa login mulu,1
Well,5
Engga bisa masuk login lagi..,5
Isinya bokep,1
Mohon untuk pengertian nya JANGAN ASAL MENON AKTIFKAN AKUN PEMAKAI KARENA PADA DASARNYA ORANG ORANG BANYAK YANG AKUN NYA DI BLOKIR PIHQK TWITTER,5
Bagus sekali Apliksinya,5
Sangat luar biasa.,5
Tolong perbaiki fitur dm. Padahal saya sudah aktifkan fitur dm tiba2 tidak aktif Tolong perbaiki bug. Kenapa disaat lagi dm tiba2 klr aplikasi terus menerus,1
Akhir nya dapat nonton film emem lg deh makasih untuk aplikasi ini,5
Sampah!,1
Apk tetbaik,5
Baru bikin akun udah di tangguh,1
Aplikasi agak sering keluar sendiri,2
pihak Twitter tolong perbaiki aplikasi nya semenjak di ubah jadi x Twitter sekarang mengandung 18+seksual itu mempengaruhi anak di bawa umur tolong kepada pihak Twitter agar mem blok semua konten seksual/18+,5
Sejauh ini masih lancar selama sebulan terakhir,5
Bagus²ajasi tapi aplikasi ini juga cacat jir,4
"Ini gua bikin akun X yang kesekian kalinya karena akun gua sering kena banned padahal gak pernah macem""",1
Why i can't open it?,5
"apaan telegram skrg lag mulu, lemot juga njr lah mau buka vidio hrs nunggu berapa jam?? mau buka foto juga kok malah blur!!! padahal berguna bnget klo ada ketinggalan berita",3
Gimana cara supaya bisa uptade lagi/bukak Twt,5
Suka tiba2 error app nya gabisa dibukaaa,4
"Sudah melakukan pembelian berlangganan masih aja di tangguhkan,",2
mangtab👍,5
Bisa nonton bokep,5
"sejak beralih menjadi X, akun saya tiba² diblokir tanpa pemberitahuan sebelumnya. padahal waktu masih twitter, semuanya aman2 saja. sehingga aplikasi yang saya tautkan menggunakan twitter, semuanya tidak bisa digunakan.",1
Komplit,5
💙,5
tiba2 kena suspend cuma gara2 log out doang,1
bagus pake banget... 👍🏽👍🏽👍🏽 tapi kadang juga lemot... yaaaa akhirmya unistal dan instal lagi 😞,5
Cara mengaktifkan kembali aplikasi Twitter x,1
Shiip,5
"Very usefull to connect people with same industry and interest, love you x so damn a lot",5
Los gak rewel blasd,5
"Tempat berkumpulnya para Seiyuu, haha",5
"Gak bisa hitung umur org apa yaa, masukin data tanggal lahir bulan dan tahun tp masukin tahun 2000 dikira kurang dr usia 13 tahun tuh kek manaaaa???? Sampe kekunci akun sayaaa 😭 ngeselin bgt",2
Ewe,1
Mungkin lebih bermanfaat kalau konten pribadi di tiadakan tentunya semua bersifat positif,5
"tolong, kenapa akun saya di tangguhkan, padahal saya tidak pernah melakukan pelanggaran apa pun.",2
oke bagus buat curhat apalagi buat yang ga punya someone to talk,5
Tambah teman,5
"Sungguh sampah, tidak bisa di refresh padahal kecepatan internet saya tinggi",1
👍bagus,5
"Kadang kadang mau ngeblok akun, padahal baik.baik aja",4
Aplikasi sampah,1
aplikasi prah.. uninstal lagi,1
"apk dongo, dikit² ke sus puki",1
"Apk bagus,cuman kadang tidak bisa login, padahal sudah masukan Email,",5
"Akun X saya sepertinya sedang error karena tidak ada bisa menerima mention maupun DM, please help fix it urgent",5
(-_-) /. \ (. ) /. \,5
tidak bisa verifikasi nomor hp,1
Kadang tidak bisa membuka foto terkadang tidak bisa membuka video,3
"bagus, tapi kurang bagus wleee",5
kasih fitur search di bookmark dongggg,4
"setiap aplikasinya di hapus trus di download lagi masukin akunya susah banget, terus juga sering keluar akunya sendiri pas mau login akunya lagi malah ""kata sandi salah""",1
Cukup bagus,3
Akun di tangguhkan dngn tdk jls tpi giliran ada ujaran kebencian di biarin,1
Terbaik,3
Puas,1
Not bad,4
"lemot, akun saya juga malah ditangguhkan pas mau log in, padahal aku udah bener masukin username, tapi kenapa malah ditangguhkan? aneh",1
Harus Yakin.,1
Durasi vidionya ditambahin,5
"Respon gerakan kurang baik,tidak optimal aplikasi X selalu membuat device cepat panas dan reset aplikasi terlalu sering terjadi,saya akan segera Uninstall aplikasi ini",1
Medsos favorit saya.,5
BISA BISANYA DI APLIKASI INI ADA ORANG SARA,1
"aplikasi gajelas, buat akun gabisa, nambahin akun gabisa",1
Keren👍👍👍👍👍,5
Mantap aplikasi ini,5
Banyak berita yang aku suka terimakasih Twitter X,5
Kenapa jadi x sih,1
tiba tiba banget akun gua di tangguhkan padahal gua ga ngapa ngapain... :(,1
Banyak bokepnya,5
Leg,1
Ga ngerti kenapa akunnya ditangguhkan terus,1
Aplikasi tolol katrok di buka muter² doang,1
Kenapa kalo mau masuk apk selalu login lagi pdhl udh login eh pas dicoba gk bisa,1
Rusakkk,1
Kirim kode verifikasi lama,1
Kasih bintang,3
Kenapa aku gak bisa masuk akun ku sendiri sih padahal menggunakan email pribadi juga gimana sih,2
Semakin lama semakin gak asik ni aplikasi sering kenak suspend sering terganti lgi baca berita,1
semakin ribet,2
"gabisa ganti tahun dan tanggal lahir padahal jaringan nya kuat,tolong segera di perbaiki.",3
"mohon maaf, kenapa ya di x sekarang makin banyak 18++ please stop adain 18++",1
elon ad masalah ap,5
kocak banget ngelag mulu,1
Bagus selama ini,5
semakin lemot,1
tidak bisa ganti foto profil,1
Agus sekali,5
aplikasi bangsaddd....Elon Musk gede bacod nya doang,1
Akun saya sering keluar sendiri,1
aplikasi yang sangat menarik,5
lumayan cepat tentang berita terbaru dan dapat melihat komentar orang lain secara jelas,4
bagua,5
Apk ini luar biasa sangat bagus ayo kita donwload apk ini,5
"Every time I scroll down, it suddenly goes back to the top timeline, it's very frustrating",1
Useful,5
"Akun tiba2 terkunci, kan toololl",1
Great to hear and see everything you want,5
Link ya kurang bayak,5
"Lemot, buka apk lain lancar padahl",1
Saya terbantukan,5
Saya sangat suka aplikasi ini,5
can not acces picts and clips for temporary. I uninstalled and then installed again but still lagging. I wonder why x not so fun like twitter back then.,3
Sip lah,5
"sering ada bug, jelek banget",2
"Setelah d upgrade, aplikasinya malah lambat loading, bagusan versi lama ketimbang yg ada saat ini... Mohon diperbaiki sistemnya. Makasih",1
Mayan lah bisa nyari2 gambar,5
Jdi GK jelas kocak masa ngga bisa masuk skli masuk akun ditangguhkan,1
sering refresh sendiri pdhl lg liat crita org,1
"Gatau kenapa lama² aplikasi nya lemot, padahal jaringan nya full hadeh.. semoga segera di perbaiki developer",1
Explore nya refresh sendiri mulu,1
"X aneh bet. Baru pertama kali lagi login ke akun lama, tapi akun laman nya kena tangguh dengan alasan menyalahi aturan. lah, padahal dari dulu gak pernah aneh-aneh sama jarang login. Mau mengajukan banding, tapi error terus.",1
Siap 86 good,5
Log out sendiri... Elonmusk tolol,1
"Gak tau harus ngomong apa nih sama aplikasi jelek ky begini, masa akun gw tiba² keluar sendiri trs harus autentikasi dg cara maen game arkose..karena gagal maennya trs akun gw udh sebulan lebih sampai sekarang dikunci, yg gw tanyakan "" Salah Gw Dimana?"", kan aplikasinya yg tiba² keluar sendiri, tapi akun gw jadi dikunci, otoriter banget ini si !!!",1
Udah bayar premium tapi gabisa dipakai.,1
BOSOKK,1
Bisa ngedapetin item,5
Dah kurang bagus kl untuk vidio banyak loading,2
jir semenjak twitter ber alih ke elon musk jadi rada berat ey,4
jaringan di perbaiki,1
Gk bisa login email saya dikira punya org lain padahal saya sendiri yg punya terus pas komplain malah tidak nyambung dengan yg saya alami,1
Bahkan mau download apk nya pun lag anjj,1
"Kemajuan pesat untuk twitter yang sekarang ini, bikin tambah suka aplikasi twitter hehe suskes selalu X Corp.",5
Josss,5
Setelah sekian lama twiter di perbaiki semakin bagus dapat menjangkau semua ny saya masih setia menggunakan aplikasi ini selama hampir 3 tahun lebih dan makin ke sini makin bagus aplikasi nya tidak mengecewakan,5
baru datang dari indonesia ke malaysia buka twitter akun langsung suspen permanent gak gelas,1
Keren dan sangat super dalam memberikan up date berita terbaru,5
Bnyak,5
Jelek emang. Lagi scroll kebawah malah kereset ke atas lagi,1
"Bodoh Elon mask hanya memikirkan keuntungan semata,, akun saya di tangguhkan, padahal tidak pernah melanggar,, lebih enak yang dulu masih Twitter,, yang sekarang itu yang dipikirkan hanya keuntungan doang",1
BISA GAAA GAUSA AUTO REFRESH???? KLO AK MW LIAT TWEET LAIN AK SCROLL SNDRI KOKKKK GAUSAA SOK SOK AN BANTU NGEREFRESHH PLSSS MALAH NYUSAHIN😭,1
"payah,akun saya di tangguh kan padahal saya ga pernah melanggar,terus pas saya mau batalkan tetap aja ga bisa gmn sih X sekarang,burik banget 👎👎",1
"Saya mau nanya, ini kenapa ada konten dewasa di kata kata topik? Aman ini jelek banget ini, karena ada konten dewasa bbikin saya khawatir😭😭",1
Sayang banget ini aplikasi semenjak update jadi jelek pas buka aplikasi langsung repres sendiri tolong di perbaiki,2
Sesat ajg gw cari hp second yg kluar bokep ngotak lah,1
"Bagus apk ny, cuma terlalu sering login ulang.",4
"tolong dong bisa ngedit kalo salah ngetik, jd ga harus dihapus terus ulangi lg deh",5
Semakin sulit,1
Twitter sungguh sangat baik dan memuaskan,5
aplikasi nya sekarang gak jelas! setiap lagi scroll tl selalu ke refresh mulu! postingan yg mau diliat jadi ilang,2
Usut,5
"kadang kadang lemot banget, padahal udah di update",3
UPS ...oke,5
"Gambar kucing di suspen otomatis, Giliran Vidio Bokep dibiarin beredar.. Mentang-mentang Mereka Berbayar😂😂😂",1
"apaan cok,gw udah instal berkali kali tetp aja ga bisa masuk,saran aja deh,mending balikin kayak dulu",1
Suka refresh sendiri pas di beranda,1
Bnyk bok$p nya,1
Gk. Jelass,1
Gak jelas .. fix uninstal..sangat kecewa.. pengguna lama dari twiter jadul . kasih bintang lima biar d taro d depan biar banyak yg baca.. masa akun d tangguhkan udah mah gak bisa pake akun lain. Note jangan bilang akun d tangguhkan TAPI APLIKASI DITANGGUHKAN .. KARNA TIDAK BISA DI GUNAKAN mungkin itu yg lebih baik ..atau intinya harus upgrade berbayar biar tidak d tangguhkan padahal aplikasi ini isinya banyak konten bokep semua saya keberatan karna yg punya akun bokep nya aja gak di tangguhkan,5
"Aplikasi makin dongo, kadang ga bisa refresh, kadang malah cepet bgt ngerefresh padahal lagi enak baca, lemot ga karu karuan, mending di ambil alih Twitter lagi aja dah, tim elon musk dongo dongo",2
"Kenapa kalo sedang menonton postingan video X, trus scroll tapi suara dari video sebelum nya selalu ikut di video yang lain, ini berlaku di 2 device android gw!",3
Cuma bisa 10x scroll?,3
Fredom Konten & Nice Respon Too,4
Mantap 👍👍👍👍👍,5
"Saya sangat suka aplikasi ini krn setiap ada video yg viral,wajah² pelaku tidak d buramkan, seperti aplikasi lain, bintang 5",5
"Apk paling burik semenjak di kelola elon musk, akun gw ditangguhkan pdhl gw g ngapa ngapain",1
Elon greedy ruining Twitter now its ugly many accounts suddenly suspended appeal no response damn,1
dAmn!!,4
"Ngebug, keluar mulu. Saat ingin login kembali, tulisannya terjadi kesalahan. Tolong diperbaiki.",1
Biasa aja..cnderung jlk sbnr nya... Aplikasi sampah daur ulang,1
GG uuGyi g,1
"Untuk Oppo a16 sering bug gabisa memulai apk awal ,terus post apa dikit lgsg akun di tangguhkan padahal konten porno berkeliaran di biarkan saja..parah",1
Jelek banyak iklan slot,1
My account is always got suspended i dont know why,1
"semenjak era MELON from Twitter to X jadi jelek bgt sering ngebug, terlalu banyak iklan anjrit suruh cenblue Elon BU bgt dah, mana 3 acc ku lenyap semua kesushi dilahap Elon 😔 kangen era Jeki meskipun akunku sering diburjek tapi masih aman gapernah 🍣 pokoknya semenjak era melon X dijadiin duit semuanyaaa serba berbayar!! mana makin banyak affiliator shopee nyampah spam belum lagi circle para cenblue asbun gajelas tweet apa reply apa ngeselin beda banget sama era Twitter dipimpin oleh Jeki 😭",1
Lag bgt asu,1
kirain jaringan gua bermasalah TERNYATA APPNYA,1
Mantap X,5
"bisa hilangin scroll otomatis nya gak sih? itu fitur paling gak berguna, kalau video nya habis ya putar ulang aja, ini malah di scroll otomatis dan ada bug nya, dimana pas kita keluar dari video, musik nya gak mau berhenti. Mending hapus aja fitur nya, gak berguna banget. Trus sekarang malah refresh sendiri.",1
Susah login,2
agak lemot aplikasi nya sekarang,1
lemot bgttt,1
So Intresting,5
Gk bagus,1
Banyak nge bug nya,1
Sangat berguna..👍👍👍,5
update setiap seminggu sekali tujuannya apa? aplikasi sering loughout sendiri makin sering update makin nambah full iklan👎,1
Mntppp buat nonton bokeb,5
Semuanya sudah bagus hanya saja berikan resolusi video untuk tontonan yang lebih bagus,4
akun² bokep nya hapus lah,1
🐦‍⬛,5
"Hello X, akun saya ke tidak bisa mengubah tanggal lahir, padahal sudah sesuai. Terkadang saya tidak bisa melihat post-an karena usia. Saya sudah mengirimkan masalah tapi belum ada tanggapan. Ayo dong, tanggapi masalahnya suapaya saya bisa menggunakan akun saya kembali.",1
Setelah di update malah lola loading lambat. Jelek banget.,1
"semenjak di ganti jadi X, sekarang ada batasan postingan, postingan lama tidak ada, harus unduh arsip. saat buka 1 video di beranda lalu keluar, eh malah refresh beranda. Tolong lah jadi ilang konten sebelumya kerena refresh!",1
"kangen Twitter, sedikit menyebalkan",2
Mau masuk akun sendiri susahnya gk ketulungan.,1
Semenjak di update gak bisa login masa 😭,1
Wenaak,4
SAMPAH!,1
Nice application,5
aplikasi terhebat mau login aja ribet 👎👎👎,2
"Saya tidak bisa mengakses akun saya, karena harus memasukkan nomor telepon saya yang tidak bisa dipakai lagi, mohon sekali bantuannya agar saya bisa mengakses akun saya kembali tanpa memasukkan nomor,",1
"Bagus banget, x thankyou ✅",5
Sering log out sendiri Apk aneh Mau log in malah dibilang upaya pergantian kata sandi terus Jadi anda log out saya tidak boleh log in lagi kh?,1
Mantul,4
Mau masuk aja susah bangettt jnck,1
Black screen trusss...benerin lahh,1
Aplikasi tolol! Lagi online tiba-tiba akun logout sendiri.,1
Untuk inbok masuk kadang suka telat . Org inbok jam berapa ? Masuk nya jam berapa? Suka telat inbok masuk nya. Tolong di perbaiki lagi,5
👍 Mantap...,5
Tempat berkeluh kesah,5
Dibanned ga jelas,1
sistem nya error gjls,1
Mantap apk x👍👍,5
Twitter sekarang pengek gila udah daftar suruh daftar lagi gila yang buat aplikasi twitter,1
Sebaiknya Twitter harus ada gantinya,2
Aplikasinya bagus buat hiburan di rumah dengan pasangan.. cuma kadang x selalu kurang percaya dengan profil pribadi saya..namun saya tetap suka app x sukses selalu,5
"Jelek,padahal jaringan saya bagus hp saya juga bagus tapi tetap saja gambar tidak muncul",1
"Apk tolol,apk ribet sundalak",1
"Mau menambahkan nomer telepon aja gagal terus, katanya ada kesalahan teknis sampai habis pulsa 10k cuma buat kirim kode verifikasi tapi verifikasinya eror terus. Pengaturannya yang sekarang malah makin jelek tapi apa-apa harus bayar.",1
Sip deh lumayan,5
Saya pakai aplikasi tidak untuk ngapa2 main kunci2 aja lama2 gua bantai juga nhe CEOnya,1
Aplikasi nya oke tapi setiap buat akun kena tangguh mulu,3
Mntapsss,1
Kenapa gk bisa dipencet akhirnya ulang download,3
Mantab buat VIRAL,5
Tidak bisa masuk,1
Apk manja dikit-dikit Menangguhkan Akun,1
aplikasi sampah,3
Hi X don't force all users to premium. thanks,4
Apak yang bagus bisa menambah wawasan terhadap perkembangan dunia.,5
Applications serve people connect,5
Rizki,1
"makin ga jelas bokep ada dimana mana, ngapa ga langsung di ilangin dah",1
